drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
capzasin-p,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p; castiva warming ;,0.0,1.0,2.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
capzasin back and body,aspercreme warming pain relief patch ; capzasin back and body; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
castiva warming,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
celecoxib / tramadol,seglentis,56.0,1.0,1.0,0.0,rx,unknown,4,x,"'an allergy tosulfa drugsor opioids', 'severe asthma, trouble breathing, or other breathing problems', 'a bowel blockage or narrowing of the stomach or intestines', 'a history of asthma attack or severe allergic reaction after taking aspirin or an nsaid'",pain,"allergy tosulfa drugsor opioids , severe asthma , trouble breathing , breathing problems , bowel blockage narrowing stomach intestines , history asthma attack severe allergic reaction taking aspirin nsaid",pain
chiggerex,anacaine ; chiggerex; mandelay; medicone ; outgro; solarcaine,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
choline magnesium trisalicylate,choline magnesium trisalicylate; tricosal ; trilisate ; cmt,500.0,0.0,0.0,0.0,rx,c,n,x,"'a severe allergic reaction after taking aspirin or other salicylates, such asnuprin backache caplet,kaopectate, kneerelief,pamprin cramp formula,pepto-bismol, tricosal,trilisate, and others'",pain,"severe allergic reaction taking aspirin salicylates , asnuprin backache caplet , kaopectate , kneerelief , pamprin cramp formula , peptobismol , tricosal , trilisate , others",pain
clinoril,common,150.0,5.0,2.0,0.0,rx,c,n,x,none,pain,none,pain
combogesic,common,0.0,0.0,0.0,0.0,rx,unknown,n,x,none,pain,none,pain
combogesic iv,common,0.0,0.0,0.0,0.0,rx,unknown,n,x,none,pain,none,pain
cool 'n heat patch,aspercreme heat; aspercreme max roll-on; bengay cold therapy; bengay vanishing scent ; bengay zero degrees ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
cope,alka-seltzer hangover relief ; alka-seltzer morning relief; anacin ; anacin extra strength; bayer back and body;,0.0,0.0,0.0,0.0,otc,n,n,x,"'an allergy to an nsaid (nonsteroidal anti-inflammatory drug) such as advil, motrin, aleve, orudis, indocin, lodine, voltaren, toradol, mobic, relafen, feldene, naproxen,ibuprofen,celecoxib,diclofenac,indomethacin,meloxicam, and others'",pain,"allergy nsaid nonsteroidal antiinflammatory drug advil , motrin , aleve , orudis , indocin , lodine , voltaren , toradol , mobic , relafen , feldene , naproxen , ibuprofen , celecoxib , diclofenac , indomethacin , meloxicam , others",pain
dendracin neurodendraxcin,bio-therm pain relieving lotion ; dendracin neurodendraxcin; exoten-c pain relief ; new terocin ; transanosil; ultracin; xoten-c,0.0,8.0,1.0,0.0,otc,n,n,n,none,pain,none,pain
denti-care denti-freeze,common,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
dermacinrx lexitral,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
dermacinrx lexitral pharmapak,dermacinrx lexitral pharmapak; diclotral pak,0.0,0.0,0.0,0.0,rx,unknown,n,n,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'liver or kidney disease', 'fluid retention'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , liver kidney disease , fluid retention",pain
dermoplast,common,0.0,0.0,0.0,0.0,rx/otc,c,n,n,"'a personal or family history of methemoglobinemia, or any genetic (inherited) enzyme deficiency', 'asthma, bronchitis,emphysema, or other breathing disorde', 'heart disease', 'if you smoke'",pain,"personal family history methemoglobinemia , genetic inherited enzyme deficiency , asthma , bronchitis , emphysema , breathing disorde , heart disease , smoke",pain
diclareal topical kit,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
diclofenac / lidocaine / menthol,trifena,0.0,0.0,0.0,0.0,otc,unknown,n,n,"'a blood cell disorder calledmethemoglobinemia(in you or a family member)', 'heart disease, high blood pressure,high cholesterol, smoking, diabetes', 'a habit of drinking more than 3 alcoholic beverages per day', 'if you are age 60 or olde', 'a heart attack, stroke, or blood clot', 'blisters, hives, skin redness', 'stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease'",pain,"blood cell disorder calledmethemoglobinemiain family member , heart disease , high blood pressure , high cholesterol , smoking , diabetes , habit drinking 3 alcoholic beverages per day , age 60 olde , heart attack , stroke , blood clot , blisters , hives , skin redness , stomach ulcers bleeding , asthma , fluid retention , liver kidney disease",pain
diclofex dc,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
dicloheal-60,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
diclosaicin,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
diclotral pak,dermacinrx lexitral pharmapak ; diclotral pak,0.0,0.0,0.0,0.0,rx,unknown,n,n,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'liver or kidney disease', 'fluid retention'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , liver kidney disease , fluid retention",pain
diflunisal,dolobid,500.0,4.0,4.0,0.0,rx,c,n,n,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , fluid retention , liver kidney disease , take aspirin prevent heart attack stroke",pain
diphenhydramine / ibuprofen,advil pm ; advil pm liqui-gels; ibuprofen pm ; motrin pm,38.0,0.0,0.0,0.0,otc,n,n,x,"'heart disease,high blood pressure', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma,emphysema, orbronchitis', 'liver or kidney disease', 'glaucoma', 'enlarged prostateor problems with urination', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , heart attack , stroke , blood clot , stomach ulcers bleeding , breathing problem , asthma , emphysema , orbronchitis , liver kidney disease , glaucoma , enlarged prostateor problems urination , take aspirin prevent heart attack stroke",pain
diphenhydramine / magnesium salicylate,doans pm,0.0,0.0,0.0,0.0,otc,n,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'anenlarged prostateor urination problems', 'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'heart disease,high blood pressure', 'liver disease, cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes', 'glaucoma', 'a thyroid disorde'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , anenlarged prostateor urination problems , asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes , glaucoma , thyroid disorde",pain
diphenhydramine / naproxen,aleve pm,25.0,6.0,16.0,0.0,otc,c,n,x,"'heart disease,high blood pressure', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma,emphysema, orbronchitis', 'liver or kidney disease', 'glaucoma', 'enlarged prostateor problems with urination', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , heart attack , stroke , blood clot , stomach ulcers bleeding , breathing problem , asthma , emphysema , orbronchitis , liver kidney disease , glaucoma , enlarged prostateor problems urination , take aspirin prevent heart attack stroke",pain
doan's pills,doans extra strength; doans pills,0.0,7.0,3.0,0.0,rx/otc,c,n,x,none,pain,none,pain
doans pills extra strength,doans pills extra strength; mst ; nuprin backache,0.0,9.7,8.0,0.0,rx/otc,c,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'asthma', 'heart disease,high blood pressure', 'liver disease, cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , asthma , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes",pain
doans pm,common,0.0,0.0,0.0,0.0,otc,n,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'anenlarged prostateor urination problems', 'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'heart disease,high blood pressure', 'liver disease, cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes', 'glaucoma', 'a thyroid disorde'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , anenlarged prostateor urination problems , asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes , glaucoma , thyroid disorde",pain
dolobid,common,500.0,1.0,2.0,0.0,rx,c,n,n,none,pain,none,pain
dsuvia,common,0.0,0.0,0.0,0.0,rx,c,2,x,none,pain,none,pain
duraxin,duraxin; ed-flex,0.0,0.0,0.0,0.0,rx,c,n,x,none,pain,none,pain
dvorah,trezix ; dvorah; panlor tablet,325.0,0.0,0.0,0.0,rx,c,3,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
dyclonine,sucrets,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
ed-flex,duraxin ; ed-flex,0.0,0.0,0.0,0.0,rx,c,n,x,none,pain,none,pain
endodan,endodan; percodan,325.0,0.0,0.0,0.0,rx,b,2,x,none,pain,none,pain
excedrin quick tab,excedrin mild headache ; excedrin quick tab peppermint; excedrin quick tab spearmint; excedrin tension headache ; excedrin tension headache caplet; excedrin tension headache express gels; excedrin tension headache geltab,0.0,0.0,0.0,0.0,otc,n,n,x,"'liver diseaseorcirrhosis', 'stomach ulce', 'a history ofalcoholism', 'if you drink more than 3 alcoholic beverages per day'",pain,"liver diseaseorcirrhosis , stomach ulce , history ofalcoholism , drink 3 alcoholic beverages per day",pain
excedrin tension headache,excedrin mild headache ; excedrin quick tab peppermint; excedrin quick tab spearmint; excedrin tension headache; excedrin tension headache caplet; excedrin tension headache express gels; excedrin tension headache geltab,500.0,0.0,0.0,0.0,otc,n,n,x,"'liver diseaseorcirrhosis', 'stomach ulce', 'a history ofalcoholism', 'if you drink more than 3 alcoholic beverages per day'",pain,"liver diseaseorcirrhosis , stomach ulce , history ofalcoholism , drink 3 alcoholic beverages per day",pain
exoten-c pain relief,bio-therm pain relieving lotion ; dendracin neurodendraxcin ; exoten-c pain relief; new terocin ; transanosil; ultracin; xoten-c,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
exparel,common,0.0,5.6,69.0,0.0,rx,c,n,n,none,pain,none,pain
fast freeze,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,8.0,1.0,0.0,otc,n,n,n,"'compare alternatives', 'reviews (1)', 'side effects', 'dosage information', 'drug class: topical rubefacient'",pain,"compare alternatives , reviews 1 , side effects , dosage information , drug class topical rubefacient",pain
feldene,common,20.0,8.0,4.0,0.0,rx,c,n,x,"'heart disease,high blood pressure, or if you smoke', 'a heart attack, stroke, or blood clot', 'astomach ulceror stomach bleeding (especially while using an nsaid)', 'liver or kidney disease', 'asthma', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , smoke , heart attack , stroke , blood clot , astomach ulceror stomach bleeding especially using nsaid , liver kidney disease , asthma , take aspirin prevent heart attack stroke",pain
fenoprofen,nalfon ; profeno,600.0,0.0,0.0,0.0,rx,d,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , fluid retention , liver kidney disease , take aspirin prevent heart attack stroke",pain
fenortho,fenortho; nalfon ; profeno,400.0,0.0,0.0,0.0,rx,d,n,x,none,pain,none,pain
fiorinal,common,325.0,9.6,5.0,0.0,rx,c,3,x,"""a bleeding or blood clotting disorder such as hemophilia, von willebrand's disease, low platelets"", 'severevitamin k deficiency', 'severe liver disease', 'a severe allergic reaction (sneezing, runny or stuffy nose, wheezing) after taking aspirin or another nsaid (nonsteroidal anti-inflammatory drug) such asibuprofen,celecoxib,diclofenac,indomethacin,meloxicam,naproxen,advil,motrin,aleve, and others', 'astomach ulce', 'porphyria(a genetic enzyme disorder that causes symptoms affecting the skin or nervous system)'",pain,"bleeding blood clotting disorder hemophilia , von willebrands disease , low platelets , severevitamin k deficiency , severe liver disease , severe allergic reaction sneezing , runny stuffy nose , wheezing taking aspirin another nsaid nonsteroidal antiinflammatory drug asibuprofen , celecoxib , diclofenac , indomethacin , meloxicam , naproxen , advil , motrin , aleve , others , astomach ulce , porphyriaa genetic enzyme disorder causes symptoms affecting skin nervous system",pain
flexall,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
flurbiprofen,ansaid,100.0,5.3,3.0,0.0,rx,c,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'liver or kidney disease', 'fluid retention'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , liver kidney disease , fluid retention",pain
fortabs,fiorinal ; fortabs; laniroif,0.0,0.0,0.0,0.0,rx,c,3,x,none,pain,none,pain
freeze it,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,0.0,0.0,0.0,otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , drug class topical rubefacient , en español",pain
freeze it roll-on,alevex pain relieving; alevex pain relieving roll-on; anti-itch steroid free ; arctic relief ; avedana pain relieving roll on ;,0.0,1.0,1.0,0.0,otc,n,n,n,"'compare alternatives', 'reviews (1)', 'side effects', 'dosage information', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , reviews 1 , side effects , dosage information , drug class topical rubefacient , en español",pain
gebauer's spray and stretch,"""gebauers instant ice; gebauers pain ease; gebauers spray and stretch""",0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
gold bond medicated maximum strength foot,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
headache relief pm,headache relief pm; legatrin pm ; midol pm ; percogesic original strength ; tylenol pm,0.0,0.0,0.0,0.0,otc,n,n,x,"'liver disease', 'anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (copd),emphysema, or other breathing disorde', 'glaucoma', 'a condition for which you take warfarin (coumadin,jantoven)'",pain,"liver disease , anenlarged prostateor urination problems , asthma , chronic obstructive pulmonary disease copd , emphysema , breathing disorde , glaucoma , condition take warfarin coumadin , jantoven",pain
icy hot advanced relief pain relief patch,bengay; icy hot advanced relief,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
icy hot extra strength,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
icy hot medicated spray,aspercreme heat; aspercreme max roll-on; bengay cold therapy; bengay vanishing scent ; bengay zero degrees ;,0.0,1.0,1.0,0.0,rx/otc,n,n,n,none,pain,none,pain
icy hot vanishing scent pain relieving gel,aspercreme heat; aspercreme max roll-on; bengay cold therapy; bengay vanishing scent ; bengay zero degrees ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,none,pain,none,pain
inavix,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
indocin,indocin; indocin sr,0.0,6.6,5.0,0.0,rx,c,n,x,"'congestiveheart failure,heart disease, high blood pressure,high cholesterol, diabetes, smoking', 'a heart attack, stroke, or blood clot', 'bleeding problems', 'stomach ulcers or bleeding', 'depression, mood changes', ""seizures, epilepsy,parkinson's disease"", 'asthma', 'fluid retention', 'liver or kidney disease'",pain,"congestiveheart failure , heart disease , high blood pressure , high cholesterol , diabetes , smoking , heart attack , stroke , blood clot , bleeding problems , stomach ulcers bleeding , depression , mood changes , seizures , epilepsy , parkinsons disease , asthma , fluid retention , liver kidney disease",pain
indocin sr,indocin ; indocin sr,0.0,5.5,2.0,0.0,rx,c,n,x,"'congestiveheart failure,heart disease, high blood pressure,high cholesterol, diabetes, smoking', 'a heart attack, stroke, or blood clot', 'bleeding problems', 'stomach ulcers or bleeding', 'depression, mood changes', ""seizures, epilepsy,parkinson's disease"", 'asthma', 'fluid retention', 'liver or kidney disease'",pain,"congestiveheart failure , heart disease , high blood pressure , high cholesterol , diabetes , smoking , heart attack , stroke , blood clot , bleeding problems , stomach ulcers bleeding , depression , mood changes , seizures , epilepsy , parkinsons disease , asthma , fluid retention , liver kidney disease",pain
kank-a,common,0.0,0.0,0.0,0.0,rx/otc,c,n,n,"'a personal or family history of methemoglobinemia, or any genetic (inherited) enzyme deficiency', 'asthma, bronchitis,emphysema, or other breathing disorde', 'heart disease', 'if you smoke'",pain,"personal family history methemoglobinemia , genetic inherited enzyme deficiency , asthma , bronchitis , emphysema , breathing disorde , heart disease , smoke",pain
lanacane,common,0.0,6.0,1.0,0.0,rx/otc,c,n,n,"'a personal or family history of methemoglobinemia, or any genetic (inherited) enzyme deficiency', 'asthma, bronchitis,emphysema, or other breathing disorde', 'heart disease', 'if you smoke'",pain,"personal family history methemoglobinemia , genetic inherited enzyme deficiency , asthma , bronchitis , emphysema , breathing disorde , heart disease , smoke",pain
laryngesic,laryngesic; trocaine throat,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
legatrin pm,headache relief pm ; legatrin pm; midol pm ; percogesic original strength ; tylenol pm,0.0,10.0,2.0,0.0,otc,n,n,x,"'liver disease', 'anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (copd),emphysema, or other breathing disorde', 'glaucoma', 'a condition for which you take warfarin (coumadin,jantoven)'",pain,"liver disease , anenlarged prostateor urination problems , asthma , chronic obstructive pulmonary disease copd , emphysema , breathing disorde , glaucoma , condition take warfarin coumadin , jantoven",pain
leximenth,common,0.0,0.0,0.0,0.0,otc,unknown,n,n,none,pain,none,pain
lidopro,four pain rx; lidopro; transderm-iq ; terocin topical,0.0,10.0,2.0,0.0,otc,n,n,n,"'aspirin', 'sulfa drugs', 'sunscreenor other skin products that contain para-aminobenzoic acid (paba)'",pain,"aspirin , sulfa drugs , sunscreenor skin products contain paraaminobenzoic acid paba",pain
magnesium salicylate,doans pills extra strength ; mst ; nuprin backache ; magan; mobidin; doans pills; bayer select backache pain formula,0.0,9.3,19.0,0.0,rx/otc,c,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'asthma', 'heart disease,high blood pressure', 'liver disease,cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , asthma , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes",pain
max-freeze,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
meclofenamate,meclomen,100.0,10.0,1.0,0.0,rx,n,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'liver or kidney disease', 'asthma', 'fluid retention'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , liver kidney disease , asthma , fluid retention",pain
medi-derm rx,medi-derm; medi-derm rx; medrox ; medrox-rx ; reliaderm; rematex ; ziks arthritis pain relief,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
medicone,anacaine ; chiggerex ; mandelay; medicone; outgro; solarcaine,0.0,0.0,0.0,0.0,rx/otc,c,n,n,none,pain,none,pain
medrox,medi-derm; medi-derm rx ; medrox; medrox-rx ; reliaderm; rematex ; ziks arthritis pain relief,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
medrox-rx,common,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
menthac arthritis cream with capsaicin,aspercreme warming pain relief patch ; capzasin back and body ; capzasin-hp ; capzasin-p ; castiva warming ;,0.0,0.0,0.0,0.0,rx/otc,b,n,n,"'any allergies (especially to plants)', 'a serious medical condition'",pain,"allergies especially plants , serious medical condition",pain
menthol,"""cepacol sore throat max numb; halls mentho-lyptus drops ; koldets cough drops ; ludens honey lemon throat drops ; medikoff;""",5.0,5.2,26.0,0.0,rx/otc,n,n,n,"'cough with mucus', 'cough caused bysmoking,asthma, oremphysema', 'sore throat with breathing problems for more than 2 days'",pain,"cough mucus , cough caused bysmoking , asthma , oremphysema , sore throat breathing problems 2 days",pain
meperitab,demerol ; meperitab,0.0,9.7,3.0,0.0,rx,c,2,x,none,pain,none,pain
midol pm,headache relief pm ; legatrin pm ; midol pm; percogesic original strength ; tylenol pm,500.0,8.5,2.0,0.0,otc,n,n,x,"'liver disease', 'anenlarged prostateor urination problems', 'asthma, chronic obstructive pulmonary disease (copd),emphysema, or other breathing disorde', 'glaucoma', 'a condition for which you take warfarin (coumadin,jantoven)'",pain,"liver disease , anenlarged prostateor urination problems , asthma , chronic obstructive pulmonary disease copd , emphysema , breathing disorde , glaucoma , condition take warfarin coumadin , jantoven",pain
mineral ice,activice ; aspercreme heat pain relieving; biofreeze ; blue gel ; flexall ;,0.0,0.0,0.0,0.0,rx/otc,n,n,n,"'compare alternatives', 'pricing & coupons', 'side effects', 'dosage information', 'during pregnancy', 'drug class: topical rubefacient', 'en español'",pain,"compare alternatives , pricing coupons , side effects , dosage information , pregnancy , drug class topical rubefacient , en español",pain
motrin pm,advil pm ; advil pm liqui-gels; ibuprofen pm ; motrin pm,38.0,0.0,0.0,0.0,otc,n,n,x,"'heart disease,high blood pressure', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma,emphysema, orbronchitis', 'liver or kidney disease', 'glaucoma', 'enlarged prostateor problems with urination', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , heart attack , stroke , blood clot , stomach ulcers bleeding , breathing problem , asthma , emphysema , orbronchitis , liver kidney disease , glaucoma , enlarged prostateor problems urination , take aspirin prevent heart attack stroke",pain
mst,doans pills extra strength ; mst; nuprin backache,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'asthma', 'heart disease,high blood pressure', 'liver disease,cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , asthma , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes",pain
myoflex,arthricream ; asper-flex ; mobisyl; myoflex; tru-micin ; ultracin t,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
nalfon,common,200.0,0.0,0.0,0.0,rx,d,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'asthma', 'fluid retention', 'liver or kidney disease', 'if you take aspirin to prevent heart attack or stroke'",pain,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , asthma , fluid retention , liver kidney disease , take aspirin prevent heart attack stroke",pain
nalocet,endocet 10/325; endocet 2.5/325; endocet 5/325; endocet 7.5/325; nalocet;,300.0,0.0,0.0,0.0,rx,c,2,x,"'severe asthma or breathing problems', 'a blockage in your stomach or intestines'",pain,"severe asthma breathing problems , blockage stomach intestines",pain
naloxone / pentazocine,talwin nx,5.0,7.0,15.0,0.0,rx,c,4,x,"'severe asthma or other breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)'",pain,"severe asthma breathing problems , stomach orbowel obstructionincludingparalytic ileus",pain
new terocin,bio-therm pain relieving lotion ; dendracin neurodendraxcin ; exoten-c pain relief ; new terocin; transanosil; ultracin; xoten-c,0.0,0.0,0.0,0.0,otc,n,n,n,none,pain,none,pain
nudiclo solupak,common,0.0,0.0,0.0,0.0,rx,unknown,n,n,none,pain,none,pain
nuprin backache,doans pills extra strength ; mst ; nuprin backache,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'bleeding problems', 'heartburn,stomach ulcer, or stomach bleeding', 'asthma', 'heart disease,high blood pressure', 'liver disease,cirrhosis, or if you drink more than 3 alcoholic beverages per day', 'kidney disease', 'arthritis, gout', 'diabetes'",pain,"bleeding problems , heartburn , stomach ulcer , stomach bleeding , asthma , heart disease , high blood pressure , liver disease , cirrhosis , drink 3 alcoholic beverages per day , kidney disease , arthritis , gout , diabetes",pain
oliceridine,olinvyk,0.0,0.0,0.0,0.0,rx,unknown,2,x,"'severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)'",pain,"severe asthma breathing problems , stomach orbowel obstructionincludingparalytic ileus",pain
olinvyk,common,0.0,0.0,0.0,0.0,rx,unknown,2,x,"'severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)'",pain,"severe asthma breathing problems , stomach orbowel obstructionincludingparalytic ileus",pain
orabase,orabase,0.0,10.0,1.0,0.0,rx/otc,c,n,n,"'a personal or family history of methemoglobinemia, or any genetic (inherited) enzyme deficiency', 'asthma, bronchitis,emphysema, or other breathing disorde', 'heart disease', 'if you smoke'",pain,"personal family history methemoglobinemia , genetic inherited enzyme deficiency , asthma , bronchitis , emphysema , breathing disorde , heart disease , smoke",pain
