drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
advil children's allergy sinus,advil allergy sinus ; advil childrens allergy sinus; advil multi-symptom cold,0.0,0.0,0.0,0.0,otc,d,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma, emphysema, or bronchitis', 'liver or kidney disease', 'a thyroid disorde', 'glaucoma', 'diabetes', 'enlarged prostateor problems with urination', 'fluid retention'",hayfever,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , breathing problem , asthma , emphysema , bronchitis , liver kidney disease , thyroid disorde , glaucoma , diabetes , enlarged prostateor problems urination , fluid retention",hayfever
alahist d,common,0.0,0.0,0.0,0.0,otc,unknown,n,x,"'asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateand urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma breathing disorder asemphysemaorchronic bronchitis , high blood pressure , heart disease , anenlarged prostateand urination problems , glaucoma , diabetes , thyroid disorde",hayfever
alavert d-12 hour allergy and sinus,alavert d-12; claritin-d 12 hour ; claritin-d 24 hour ; leader allergy relief d-24 ; loratadine-d 12 hour ; loratadine-d 24 hour,5.0,1.0,1.0,0.0,otc,b,n,n,"'liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems'",hayfever,"liver kidney disease , heart disease , high blood pressure , diabetes , thyroid disorde , anenlarged prostateand urination problems",hayfever
allan tannate pediatric,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
all day allergy-d,all day allergy-d; goodsense cetirizine d-12 hour; zyrtec-d,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'narrow-angle glaucoma', 'severe high blood pressure (hypertension)', 'severe coronary artery disease', 'if you are unable to urinate', 'if you are allergic to hydralazine (atarax, vistaril)'",hayfever,"narrowangle glaucoma , severe high blood pressure hypertension , severe coronary artery disease , unable urinate , allergic hydralazine atarax , vistaril",hayfever
allegra-d 12 hour allergy & congestion,allegra-d 12 hour ; allegra-d 12 hour allergy and congestion; allegra-d 24 hour allergy and congestion; fexofenadine hcl-pseudoephedrine 12 hour,0.0,0.0,0.0,0.0,rx/otc,c,n,n,"'kidney disease', 'glaucoma', 'heart diseaseorhigh blood pressure', 'diabetes', 'thyroid disorde', 'bladder obstruction or other urination problems'",hayfever,"kidney disease , glaucoma , heart diseaseorhigh blood pressure , diabetes , thyroid disorde , bladder obstruction urination problems",hayfever
allerest maximum strength,allerest maximum strength; dicel ; lohist-d ; sudogest sinus and allergy; triaminic softchew cold and allergy;,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
allerest pe,actifed cold and allergy ; allerest pe; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
allerfrim,allerfrim; zymine-d,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
allergy & congestion relief,alavert-d 12-hour; allergy & congestion relief; claritin-d ; claritin-d 12-hour; claritin-d 24-hour; clear-atadine d,0.0,0.0,0.0,0.0,otc,b,n,n,none,hayfever,none,hayfever
allergy relief d,common,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
aphedrid,aphedrid; a-phedrin ; aprodine ; vi-sudo ; wal-act; histafed,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma breathing disorder asemphysemaorchronic bronchitis , high blood pressure , heart disease , glaucoma , diabetes , thyroid disorde",hayfever
aprodine,aphedrid ; a-phedrin ; aprodine; vi-sudo ; wal-act; histafed,0.0,10.0,2.0,0.0,rx/otc,c,n,x,"'asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma breathing disorder asemphysemaorchronic bronchitis , high blood pressure , heart disease , glaucoma , diabetes , thyroid disorde",hayfever
arbinoxa,arbinoxa; carbihist; carboxine ; histex ct ; histex i/e;,4.0,0.0,0.0,0.0,rx,c,n,x,none,hayfever,none,hayfever
benadryl allergy plus congestion,"""benadryl allergy plus congestion; childrens allergy plus congestion; childrens triacting night time ; kindermed kids night time cold and cough; sudafed pe sinus congestion daytime/nighttime;""",0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , diabetes , thyroid disorde",hayfever
bp allergy jr,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
brohist d,"""childrens cold and allergy; dimetapp cold and allergy; ru-hist d ; rynex pe ; brohist d;""",0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
bromaline,brotapp ; bromaline; lodrane d,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
bromatan plus,abatuss dmx ; deltuss dmx ; bromatan plus; sutan-dm,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , glaucoma , kidney disease , liver disease , diabetes , heart diseaseor high blood pressure , thyroid disorde , cough mucus , cough caused emphysema chronic bronchitis , enlarged prostateor urination problems , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
bromax,common,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
brompheniramine / phenylephrine,"""childrens cold and allergy; dimetapp cold and allergy; ru-hist d ; rynex pe ; brohist d ;""",4.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
brompheniramine / pseudoephedrine,brotapp ; bromaline ; lodrane d ; endafed; touro a and h;,12.0,10.0,3.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
brompheniramine,common,12.0,9.5,4.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
brotapp,brotapp; bromaline ; lodrane d,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
capron dm,capron dm; capron dmt,0.0,0.0,0.0,0.0,otc,n,n,x,"'chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems'",hayfever,"chronic bronchitisor breathing problems , heart problems , glaucoma , thyroid disorde , diabetes , anenlarged prostateand urination problems",hayfever
capron dmt,capron dm ; capron dmt,0.0,0.0,0.0,0.0,otc,n,n,x,"'chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems'",hayfever,"chronic bronchitisor breathing problems , heart problems , glaucoma , thyroid disorde , diabetes , anenlarged prostateand urination problems",hayfever
carbinoxamine,karbinal er ; ryvent ; histex pd ; histex ct ; carbinoxamine pd;,4.0,9.3,3.0,0.0,rx,c,n,x,"'glaucoma', 'astomach ulce', 'a blockage in your digestive tract (stomach or intestines)', 'a thyroid disorde', 'heart problems,high blood pressure', 'liver or kidney disease', 'asthma or sulfite allergy', 'anenlarged prostate', 'urination problems', 'low blood pressure'",hayfever,"glaucoma , astomach ulce , blockage digestive tract stomach intestines , thyroid disorde , heart problems , high blood pressure , liver kidney disease , asthma sulfite allergy , anenlarged prostate , urination problems , low blood pressure",hayfever
carboxine,arbinoxa ; carbihist; carboxine; histex ct ; histex i/e;,0.0,0.0,0.0,0.0,rx,c,n,x,none,hayfever,none,hayfever
children's triacting night time,"""benadryl allergy plus congestion ; childrens allergy plus congestion; childrens triacting night time; kindermed kids night time cold and cough; sudafed pe sinus congestion daytime/nighttime;""",0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , diabetes , thyroid disorde",hayfever
chlorex-a 12,chlorex-a 12; conal ; nalex a 12 ; myhist-pd ; phena-plus ;,0.0,0.0,0.0,0.0,rx,c,n,x,"'severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems'",hayfever,"severe coronary artery disease , diabetes , overactive thyroid , asthma , pneumonia , breathing problems",hayfever
chlorpheniramine / codeine,tuxarin er ; codar ar ; codeprex ; cotab a; cotab ax;,0.0,0.0,0.0,0.0,rx/otc,c,m,x,"'severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)'",hayfever,"severe asthma breathing problems , stomach orbowel obstructionincludingparalytic ileus",hayfever
chlorpheniramine / ibuprofen / pseudoephedrine,advil allergy sinus ; advil childrens allergy sinus; advil multi-symptom cold,2.0,0.0,0.0,0.0,otc,d,n,x,"'heart disease,high blood pressure,high cholesterol, diabetes, or if you smoke', 'a heart attack, stroke, or blood clot', 'stomach ulcers or bleeding', 'a breathing problem, such as asthma, emphysema, or bronchitis', 'liver or kidney disease', 'a thyroid disorde', 'glaucoma', 'diabetes', 'enlarged prostateor problems with urination', 'fluid retention'",hayfever,"heart disease , high blood pressure , high cholesterol , diabetes , smoke , heart attack , stroke , blood clot , stomach ulcers bleeding , breathing problem , asthma , emphysema , bronchitis , liver kidney disease , thyroid disorde , glaucoma , diabetes , enlarged prostateor problems urination , fluid retention",hayfever
chlorpheniramine / phenylephrine / pyrilamine,chlorex-a 12 ; conal ; nalex a 12 ; myhist-pd ; phena-plus ;,4.0,0.0,0.0,0.0,rx,c,n,x,"'severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems'",hayfever,"severe coronary artery disease , diabetes , overactive thyroid , asthma , pneumonia , breathing problems",hayfever
chlorpheniramine / pseudoephedrine,allerest maximum strength ; dicel ; lohist-d ; sudogest sinus and allergy; triaminic softchew cold and allergy;,4.0,8.9,10.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
chlortan d,actifed cold and allergy ; allerest pe ; chlortan d; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
ciclesonide,omnaris ; zetonna,0.0,5.8,21.0,0.0,rx,c,n,n,"'asthma,tuberculosis, or other lung problems', 'any type of infection caused by bacteria, virus, fungus, or parasites', 'glaucoma, cataracts, or herpes infection of the eyes', 'a sore inside your nose that has not yet healed', 'a recent nose injury or surgery', 'not been vaccinated for or not hadchickenpoxor measles'",hayfever,"asthma , tuberculosis , lung problems , type infection caused bacteria , virus , fungus , parasites , glaucoma , cataracts , herpes infection eyes , sore inside nose yet healed , recent nose injury surgery , vaccinated hadchickenpoxor measles",hayfever
clarinex-d 12 hour,clarinex-d 12 hour; clarinex-d 24 hour,5.0,9.0,1.0,0.0,rx,c,n,n,"'narrow-angleglaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems'",hayfever,"narrowangleglaucoma , severecoronary artery diseaseclogged arteries , uncontrolledhigh blood pressure , bladder obstruction urination problems",hayfever
clarinex-d 24 hour,common,5.0,0.0,0.0,0.0,rx,c,n,n,"'narrow-angleglaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems'",hayfever,"narrowangleglaucoma , severecoronary artery diseaseclogged arteries , uncontrolledhigh blood pressure , bladder obstruction urination problems",hayfever
clarinex reditabs,clarinex ; clarinex reditabs,5.0,0.0,0.0,0.0,rx,c,n,n,none,hayfever,none,hayfever
clear-atadine-d,alavert-d 12-hour; allergy & congestion relief; claritin-d ; claritin-d 12-hour; claritin-d 24-hour; clear-atadine d,0.0,0.0,0.0,0.0,otc,b,n,n,none,hayfever,none,hayfever
clemastine,tavist allergy ; tavist; tavist-1; allerhist-1; dailyhist-1; contac 12 hour allergy; dayhist allergy,68.0,10.0,1.0,0.0,rx/otc,b,n,x,"'bronchitis,emphysema, or other breathing disorde', 'an ulcer or obstruction in the stomach', 'glaucoma', 'anenlarged prostate, urination problems'",hayfever,"bronchitis , emphysema , breathing disorde , ulcer obstruction stomach , glaucoma , anenlarged prostate , urination problems",hayfever
codar ar,tuxarin er ; codar ar,0.0,0.0,0.0,0.0,otc,c,m,x,"'severe asthma or breathing problems', 'a stomach orbowel obstruction(includingparalytic ileus)'",hayfever,"severe asthma breathing problems , stomach orbowel obstructionincludingparalytic ileus",hayfever
codimal dm,codimal dm; codituss dm,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
conal,chlorex-a 12 ; conal; nalex a 12 ; myhist-pd ; phena-plus ;,0.0,0.0,0.0,0.0,rx,c,n,x,"'severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems'",hayfever,"severe coronary artery disease , diabetes , overactive thyroid , asthma , pneumonia , breathing problems",hayfever
conex,common,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'heart diseaseorhigh blood pressure', 'a thyroid disorde', 'glaucoma', 'diabetes', 'anenlarged prostatewith urination problems'",hayfever,"heart diseaseorhigh blood pressure , thyroid disorde , glaucoma , diabetes , anenlarged prostatewith urination problems",hayfever
coricidin hbp cold & flu,common,325.0,1.0,1.0,0.0,otc,n,n,x,"'severe constipation, blockage in your stomach or intestines', 'untreated or uncontrolled diseases--glaucoma, asthma, heart disease, overactive thyroid', 'if you are unable to urinate'",hayfever,"severe constipation , blockage stomach intestines , untreated uncontrolled diseasesglaucoma , asthma , heart disease , overactive thyroid , unable urinate",hayfever
cromolyn,nasalcrom ; nasalcrom child,0.0,8.0,7.0,0.0,rx/otc,b,n,n,"'wheezing, or breathing problems', 'drug allergies', 'a feve', 'yellow or green nasal mucus'",hayfever,"wheezing , breathing problems , drug allergies , feve , yellow green nasal mucus",hayfever
dallergy drops,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
decon-a,alenaze-d; decon-a,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
deconamine,deconamine; pediacare cold/allergy,0.0,10.0,3.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
deltuss dmx,abatuss dmx ; deltuss dmx; bromatan plus ; sutan-dm,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , glaucoma , kidney disease , liver disease , diabetes , heart diseaseor high blood pressure , thyroid disorde , cough mucus , cough caused emphysema chronic bronchitis , enlarged prostateor urination problems , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
desloratadine / pseudoephedrine,clarinex-d 12 hour ; clarinex-d 24 hour,5.0,9.0,1.0,0.0,rx,c,n,n,"'narrow-angle glaucoma', 'severecoronary artery disease(clogged arteries)', 'uncontrolledhigh blood pressure', 'bladder obstruction or other urination problems'",hayfever,"narrowangle glaucoma , severecoronary artery diseaseclogged arteries , uncontrolledhigh blood pressure , bladder obstruction urination problems",hayfever
dexchlorpheniramine / dextromethorphan / pseudoephedrine,abatuss dmx ; deltuss dmx ; bromatan plus ; sutan-dm ; tanafed dmx;,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , glaucoma , kidney disease , liver disease , diabetes , heart diseaseor high blood pressure , thyroid disorde , cough mucus , cough caused emphysema chronic bronchitis , enlarged prostateor urination problems , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
dexchlorpheniramine / phenylephrine,rymed ; rhinahist; rescon-mx; rescon-jr.,2.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or other breathing disorder such as emphysema orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'kidney disease', 'a thyroid disorde'",hayfever,"asthma breathing disorder emphysema orchronic bronchitis , high blood pressure , heart disease , glaucoma , diabetes , kidney disease , thyroid disorde",hayfever
dexchlorpheniramine,polaramine ; polaramine repetabs,4.0,6.8,4.0,0.0,rx,b,n,x,"'glaucoma or increased pressure in the eye', 'a stomach ulce', 'an enlarged prostate, bladder problems, or difficulty urinating', 'an overactive thyroid (hyperthyroidism)', 'hypertension or any type of heart problems', 'asthma'",hayfever,"glaucoma increased pressure eye , stomach ulce , enlarged prostate , bladder problems , difficulty urinating , overactive thyroid hyperthyroidism , hypertension type heart problems , asthma",hayfever
dextromethorphan / diphenhydramine / phenylephrine,triaminic day time night time cold and cough; dytan-dm ; triaminic day time night time cold and cough; duratuss ac 12; d-tann dm,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a cough with mucus', 'anenlarged prostateor urination problems', 'high blood pressure,heart disease', 'diabetes', 'a thyroid disorde', 'glaucoma', 'astomach ulce'",hayfever,"cough mucus , anenlarged prostateor urination problems , high blood pressure , heart disease , diabetes , thyroid disorde , glaucoma , astomach ulce",hayfever
dextromethorphan / phenylephrine / pyrilamine,polytussin-dm; codimal dm ; codal-dm syrup; codituss dm; viravan-dm;,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking,emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'urination problems due to anenlarged prostate', 'a thyroid disorde'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , high blood pressure , heart disease , glaucoma , urination problems due anenlarged prostate , thyroid disorde",hayfever
dextromethorphan / promethazine,promethazine dm ; phenergan with dextromethorphan; promethazine with dm; promethazine with dextromethorphan,0.0,1.0,1.0,0.0,rx,c,n,x,"'asthma or other breathing problems', 'an allergy to medicines similar to promethazine (chlorpromazine,fluphenazine,prochlorperazine, thioridazine, and others)'",hayfever,"asthma breathing problems , allergy medicines similar promethazine chlorpromazine , fluphenazine , prochlorperazine , thioridazine , others",hayfever
dextromethorphan / pyrilamine,capron dm ; capron dmt,0.0,0.0,0.0,0.0,otc,n,n,x,"'chronic bronchitisor other breathing problems', 'heart problems', 'glaucoma', 'a thyroid disorde', 'diabetes', 'anenlarged prostateand urination problems'",hayfever,"chronic bronchitisor breathing problems , heart problems , glaucoma , thyroid disorde , diabetes , anenlarged prostateand urination problems",hayfever
